dataset,algo,train_frac,k,seed,train_acc,test_acc,train_mcc,test_mcc,train_frac_guessing,test_frac_guessing,train_frac_sure,test_frac_sure,train_acc_sure,test_acc_sure,train_mcc_sure,test_mcc_sure,runtime
msrc-v2,dst-pll,0.8,19,4,0.580484,0.415954,0.542602,0.355780,0.049858,0.011396,0.324786,0.085470,0.741228,0.966667,0.720952,0.897611,0.148487
msrc-v2,dst-pll,0.8,2,0,0.541311,0.310541,0.499115,0.249840,0.480769,0.592593,0.198006,0.017094,0.881295,1.000000,0.869276,1.000000,0.074871
msrc-v2,dst-pll,0.8,2,1,0.529202,0.313390,0.486941,0.258661,0.501425,0.609687,0.173789,0.022792,0.852459,0.750000,0.839768,0.650444,0.074063
msrc-v2,dst-pll,0.8,2,2,0.523504,0.310541,0.479531,0.252440,0.497863,0.603989,0.159544,0.034188,0.848214,0.833333,0.833658,0.782508,0.074177
msrc-v2,dst-pll,0.8,2,3,0.541311,0.330484,0.498390,0.274132,0.487892,0.618234,0.188746,0.017094,0.830189,1.000000,0.813102,1.000000,0.074342
msrc-v2,dst-pll,0.8,2,4,0.524217,0.301994,0.480676,0.241801,0.493590,0.584046,0.173077,0.028490,0.876543,0.800000,0.866185,0.701561,0.075433
msrc-v2,dst-pll,0.8,20,0,0.618946,0.390313,0.584766,0.329883,0.049145,0.005698,0.358974,0.076923,0.775794,0.777778,0.755642,0.621638,0.153143
msrc-v2,dst-pll,0.8,20,1,0.596154,0.393162,0.560821,0.324212,0.052707,0.002849,0.337607,0.076923,0.746835,0.962963,0.720628,0.700275,0.148819
msrc-v2,dst-pll,0.8,20,2,0.589744,0.415954,0.552947,0.357970,0.054131,0.002849,0.320513,0.062678,0.746667,0.909091,0.722496,0.568191,0.153360
msrc-v2,dst-pll,0.8,20,3,0.574786,0.410256,0.534716,0.355488,0.045584,0.011396,0.321937,0.074074,0.756637,0.846154,0.728112,0.000000,0.149947
msrc-v2,dst-pll,0.8,20,4,0.578348,0.415954,0.540208,0.355591,0.046296,0.008547,0.321225,0.079772,0.740576,0.964286,0.719188,0.879465,0.150682
msrc-v2,dst-pll,0.8,21,0,0.620370,0.387464,0.586281,0.326453,0.048433,0.005698,0.353276,0.076923,0.776210,0.777778,0.756175,0.621638,0.161442
msrc-v2,dst-pll,0.8,21,1,0.589031,0.404558,0.552825,0.337415,0.047009,0.002849,0.334046,0.076923,0.748401,0.962963,0.720938,0.700275,0.159625
msrc-v2,dst-pll,0.8,21,2,0.586895,0.421652,0.549511,0.364138,0.051994,0.002849,0.319801,0.059829,0.746102,0.904762,0.721508,0.567734,0.153927
msrc-v2,dst-pll,0.8,21,3,0.576923,0.396011,0.537073,0.339081,0.047009,0.008547,0.318376,0.076923,0.758389,0.851852,0.729669,0.000000,0.164679
msrc-v2,dst-pll,0.8,21,4,0.577635,0.404558,0.539223,0.342150,0.044872,0.005698,0.318376,0.079772,0.747204,0.964286,0.726166,0.879465,0.157237
msrc-v2,dst-pll,0.8,22,0,0.617521,0.370370,0.583120,0.307293,0.047009,0.008547,0.351852,0.076923,0.777328,0.777778,0.757375,0.621638,0.180696
msrc-v2,dst-pll,0.8,22,1,0.594017,0.393162,0.558397,0.323597,0.045584,0.002849,0.334046,0.076923,0.750533,0.962963,0.723311,0.700275,0.163740
msrc-v2,dst-pll,0.8,22,2,0.586182,0.421652,0.548899,0.363696,0.047721,0.002849,0.310541,0.056980,0.747706,0.900000,0.722575,0.000000,0.164023
msrc-v2,dst-pll,0.8,22,3,0.577635,0.401709,0.537860,0.345301,0.044160,0.002849,0.313390,0.076923,0.754545,0.851852,0.724703,0.000000,0.171353
msrc-v2,dst-pll,0.8,22,4,0.577635,0.415954,0.539171,0.355008,0.042023,0.002849,0.315527,0.079772,0.744921,0.964286,0.722858,0.879465,0.165142
msrc-v2,dst-pll,0.8,23,0,0.606125,0.373219,0.570346,0.309763,0.044160,0.002849,0.349715,0.076923,0.780041,0.777778,0.760269,0.621638,0.182783
msrc-v2,dst-pll,0.8,23,1,0.590456,0.384615,0.554314,0.313643,0.044160,0.002849,0.329060,0.076923,0.755411,0.962963,0.729341,0.700275,0.168234
msrc-v2,dst-pll,0.8,23,2,0.586182,0.421652,0.548784,0.364411,0.053419,0.002849,0.306268,0.054131,0.748837,0.894737,0.723392,0.000000,0.175822
msrc-v2,dst-pll,0.8,23,3,0.578348,0.404558,0.538675,0.347876,0.040598,0.005698,0.311254,0.074074,0.755149,0.846154,0.724904,0.000000,0.170907
msrc-v2,dst-pll,0.8,23,4,0.574074,0.415954,0.535307,0.355022,0.037037,0.005698,0.314815,0.079772,0.742081,0.964286,0.719200,0.879465,0.177853
msrc-v2,dst-pll,0.8,24,0,0.607550,0.364672,0.571925,0.300474,0.044160,0.000000,0.347578,0.076923,0.776639,0.777778,0.756335,0.621638,0.176970
msrc-v2,dst-pll,0.8,24,1,0.591168,0.396011,0.555207,0.327028,0.037749,0.000000,0.326211,0.074074,0.755459,0.961538,0.728859,0.700000,0.174618
msrc-v2,dst-pll,0.8,24,2,0.579772,0.415954,0.541591,0.357884,0.051994,0.002849,0.297009,0.054131,0.760192,0.894737,0.736163,0.000000,0.174592
msrc-v2,dst-pll,0.8,24,3,0.583333,0.401709,0.544315,0.344763,0.039886,0.002849,0.308405,0.074074,0.752887,0.846154,0.722245,0.000000,0.181537
msrc-v2,dst-pll,0.8,24,4,0.576923,0.415954,0.538313,0.355604,0.034900,0.002849,0.306268,0.079772,0.739535,0.964286,0.715242,0.879465,0.182687
msrc-v2,dst-pll,0.8,25,0,0.606838,0.364672,0.571111,0.300779,0.040598,0.000000,0.341168,0.071225,0.782881,0.800000,0.763007,0.653061,0.176544
msrc-v2,dst-pll,0.8,25,1,0.586182,0.384615,0.549592,0.313329,0.036325,0.000000,0.319801,0.074074,0.755011,0.961538,0.727713,0.700000,0.195851
msrc-v2,dst-pll,0.8,25,2,0.573362,0.418803,0.534484,0.360908,0.047009,0.002849,0.295584,0.051282,0.756627,0.888889,0.731807,0.000000,0.188961
msrc-v2,dst-pll,0.8,25,3,0.581909,0.384615,0.542756,0.324624,0.033476,0.005698,0.301282,0.074074,0.754137,0.846154,0.722452,0.000000,0.180815
msrc-v2,dst-pll,0.8,25,4,0.571937,0.404558,0.532744,0.342783,0.035613,0.005698,0.304131,0.068376,0.740047,0.958333,0.714850,0.804054,0.191069
msrc-v2,dst-pll,0.8,26,0,0.608974,0.378917,0.573554,0.317555,0.040598,0.000000,0.337607,0.065527,0.780591,0.826087,0.760315,0.664489,0.188038
msrc-v2,dst-pll,0.8,26,1,0.591880,0.387464,0.555962,0.317270,0.034188,0.000000,0.314815,0.074074,0.753394,0.961538,0.725077,0.700000,0.195661
msrc-v2,dst-pll,0.8,26,2,0.578348,0.404558,0.540188,0.344468,0.043447,0.002849,0.289886,0.051282,0.759214,0.888889,0.733739,0.000000,0.190132
msrc-v2,dst-pll,0.8,26,3,0.585470,0.396011,0.546735,0.337566,0.030627,0.002849,0.299145,0.074074,0.752381,0.846154,0.720539,0.000000,0.205217
msrc-v2,dst-pll,0.8,26,4,0.571937,0.410256,0.532892,0.348672,0.029915,0.005698,0.306268,0.068376,0.741860,0.958333,0.716259,0.804054,0.192563
msrc-v2,dst-pll,0.8,27,0,0.602564,0.381766,0.566391,0.321210,0.039174,0.000000,0.329060,0.059829,0.777056,0.857143,0.756467,0.725680,0.194453
msrc-v2,dst-pll,0.8,27,1,0.591168,0.384615,0.555190,0.314505,0.030627,0.000000,0.311966,0.074074,0.757991,0.961538,0.729535,0.700000,0.172513
msrc-v2,dst-pll,0.8,27,2,0.579060,0.410256,0.540969,0.349822,0.044160,0.000000,0.289174,0.051282,0.758621,0.888889,0.733446,0.000000,0.195529
msrc-v2,dst-pll,0.8,27,3,0.572650,0.404558,0.532443,0.346675,0.033476,0.000000,0.295584,0.071225,0.754217,0.840000,0.722351,0.000000,0.216117
msrc-v2,dst-pll,0.8,27,4,0.572650,0.410256,0.533597,0.349108,0.029202,0.002849,0.303419,0.068376,0.746479,0.958333,0.721649,0.804054,0.197720
msrc-v2,dst-pll,0.8,28,0,0.594729,0.370370,0.557638,0.307827,0.039886,0.000000,0.321225,0.056980,0.780488,0.900000,0.759826,0.789662,0.205270
msrc-v2,dst-pll,0.8,28,1,0.594729,0.390313,0.559181,0.321035,0.029202,0.000000,0.309117,0.071225,0.760369,0.960000,0.732626,0.699702,0.221175
msrc-v2,dst-pll,0.8,28,2,0.574786,0.407407,0.536267,0.346991,0.039174,0.000000,0.287037,0.042735,0.756824,0.933333,0.731574,0.000000,0.205926
msrc-v2,dst-pll,0.8,28,3,0.562678,0.398860,0.521151,0.340460,0.029202,0.002849,0.292023,0.068376,0.751220,0.833333,0.718042,0.000000,0.216280
msrc-v2,dst-pll,0.8,28,4,0.571937,0.398860,0.532770,0.336093,0.026353,0.002849,0.298433,0.068376,0.747017,0.958333,0.721577,0.804054,0.212825
msrc-v2,dst-pll,0.8,29,0,0.598291,0.367521,0.561581,0.304399,0.039886,0.000000,0.316952,0.048433,0.784270,0.882353,0.763556,0.683130,0.211188
msrc-v2,dst-pll,0.8,29,1,0.590456,0.381766,0.554377,0.310895,0.029202,0.000000,0.304843,0.071225,0.759346,0.960000,0.731748,0.699702,0.215302
msrc-v2,dst-pll,0.8,29,2,0.575499,0.407407,0.537085,0.346806,0.042023,0.000000,0.283476,0.042735,0.756281,0.933333,0.731455,0.000000,0.218667
msrc-v2,dst-pll,0.8,29,3,0.563390,0.398860,0.521936,0.340689,0.028490,0.005698,0.290598,0.065527,0.752451,0.826087,0.719172,0.000000,0.219050
msrc-v2,dst-pll,0.8,29,4,0.567664,0.401709,0.528093,0.338957,0.025641,0.002849,0.294160,0.068376,0.748184,0.958333,0.722687,0.699379,0.214077
msrc-v2,dst-pll,0.8,3,0,0.588319,0.316239,0.550153,0.254177,0.362536,0.498575,0.280627,0.076923,0.852792,0.666667,0.838143,0.607682,0.069974
msrc-v2,dst-pll,0.8,3,1,0.564103,0.339031,0.524804,0.278855,0.388889,0.427350,0.259259,0.062678,0.815934,0.681818,0.800251,0.610126,0.074611
msrc-v2,dst-pll,0.8,3,2,0.558405,0.370370,0.517625,0.316148,0.389601,0.433048,0.246439,0.074074,0.835260,0.807692,0.818250,0.758824,0.074135
msrc-v2,dst-pll,0.8,3,3,0.559829,0.347578,0.518569,0.289042,0.367521,0.433048,0.272792,0.045584,0.814621,0.750000,0.795314,0.726749,0.074490
msrc-v2,dst-pll,0.8,3,4,0.540598,0.353276,0.498474,0.294951,0.383903,0.458689,0.265670,0.071225,0.812332,0.800000,0.796645,0.768391,0.069857
msrc-v2,dst-pll,0.8,30,0,0.602564,0.367521,0.566384,0.304118,0.037749,0.002849,0.311254,0.048433,0.782609,0.882353,0.762327,0.683130,0.225186
msrc-v2,dst-pll,0.8,30,1,0.589744,0.384615,0.553662,0.313712,0.025641,0.000000,0.299858,0.071225,0.757720,0.960000,0.728965,0.699702,0.249087
msrc-v2,dst-pll,0.8,30,2,0.569088,0.404558,0.530051,0.343781,0.038462,0.000000,0.281339,0.042735,0.754430,0.933333,0.728942,0.000000,0.219912
msrc-v2,dst-pll,0.8,30,3,0.571225,0.390313,0.530800,0.330630,0.025641,0.002849,0.290598,0.062678,0.752451,0.863636,0.719272,0.000000,0.239349
msrc-v2,dst-pll,0.8,30,4,0.570513,0.398860,0.531195,0.335869,0.027778,0.008547,0.289886,0.068376,0.749386,0.958333,0.724270,0.699379,0.210771
msrc-v2,dst-pll,0.8,31,0,0.600427,0.367521,0.563941,0.304312,0.039174,0.002849,0.308405,0.048433,0.780600,0.882353,0.759743,0.683130,0.223950
msrc-v2,dst-pll,0.8,31,1,0.586182,0.367521,0.549647,0.293514,0.028490,0.000000,0.299145,0.068376,0.752381,0.958333,0.722950,0.000000,0.236016
msrc-v2,dst-pll,0.8,31,2,0.570513,0.413105,0.531734,0.353670,0.035613,0.000000,0.279202,0.042735,0.755102,0.933333,0.728899,0.000000,0.229536
msrc-v2,dst-pll,0.8,31,3,0.569801,0.376068,0.529150,0.314765,0.026353,0.000000,0.284900,0.062678,0.755000,0.863636,0.721920,0.000000,0.216475
msrc-v2,dst-pll,0.8,31,4,0.564103,0.396011,0.524007,0.332371,0.024217,0.002849,0.282051,0.068376,0.750000,0.958333,0.724356,0.699379,0.229529
msrc-v2,dst-pll,0.8,32,0,0.594017,0.361823,0.556713,0.297451,0.039174,0.002849,0.305556,0.048433,0.778555,0.882353,0.757174,0.683130,0.246242
msrc-v2,dst-pll,0.8,32,1,0.585470,0.356125,0.548852,0.279819,0.028490,0.000000,0.295584,0.068376,0.746988,0.958333,0.716271,0.000000,0.221684
msrc-v2,dst-pll,0.8,32,2,0.569088,0.407407,0.530206,0.347058,0.034188,0.000000,0.275641,0.042735,0.751938,0.933333,0.724593,0.000000,0.243777
msrc-v2,dst-pll,0.8,32,3,0.559829,0.387464,0.517992,0.327557,0.028490,0.000000,0.284188,0.062678,0.756892,0.863636,0.724696,0.000000,0.237291
msrc-v2,dst-pll,0.8,32,4,0.570513,0.390313,0.531242,0.325205,0.027066,0.005698,0.278490,0.065527,0.749361,0.956522,0.723550,0.000000,0.242688
msrc-v2,dst-pll,0.8,33,0,0.588319,0.367521,0.550357,0.304213,0.034188,0.000000,0.301994,0.048433,0.778302,0.882353,0.757289,0.683130,0.262557
msrc-v2,dst-pll,0.8,33,1,0.581197,0.353276,0.544027,0.276215,0.027778,0.000000,0.293447,0.068376,0.750000,0.958333,0.720758,0.000000,0.234113
msrc-v2,dst-pll,0.8,33,2,0.570513,0.413105,0.531747,0.353298,0.036325,0.000000,0.267094,0.042735,0.752000,0.933333,0.723778,0.000000,0.250509
msrc-v2,dst-pll,0.8,33,3,0.557692,0.387464,0.515609,0.327927,0.031339,0.000000,0.281339,0.062678,0.759494,0.863636,0.726947,0.000000,0.249848
msrc-v2,dst-pll,0.8,33,4,0.571937,0.398860,0.532805,0.336558,0.025641,0.002849,0.277778,0.068376,0.751282,0.958333,0.726082,0.000000,0.249563
msrc-v2,dst-pll,0.8,34,0,0.590456,0.358974,0.552812,0.294673,0.031339,0.002849,0.298433,0.048433,0.775656,0.882353,0.754293,0.683130,0.239607
msrc-v2,dst-pll,0.8,34,1,0.579060,0.347578,0.541666,0.270020,0.027778,0.002849,0.291311,0.065527,0.753056,0.956522,0.724099,0.000000,0.255118
msrc-v2,dst-pll,0.8,34,2,0.576211,0.413105,0.538220,0.352805,0.032051,0.002849,0.264957,0.042735,0.750000,0.933333,0.722200,0.000000,0.251833
msrc-v2,dst-pll,0.8,34,3,0.567664,0.378917,0.526821,0.317535,0.027778,0.000000,0.279202,0.059829,0.760204,0.857143,0.726992,0.000000,0.252973
msrc-v2,dst-pll,0.8,34,4,0.566239,0.398860,0.526432,0.336018,0.027066,0.002849,0.277778,0.068376,0.748718,0.958333,0.723568,0.000000,0.265685
msrc-v2,dst-pll,0.8,35,0,0.584758,0.358974,0.546420,0.294485,0.028490,0.000000,0.294160,0.048433,0.772397,0.882353,0.750489,0.683130,0.245762
msrc-v2,dst-pll,0.8,35,1,0.575499,0.350427,0.537611,0.272740,0.025641,0.000000,0.289886,0.065527,0.749386,0.956522,0.720043,0.000000,0.256909
msrc-v2,dst-pll,0.8,35,2,0.570513,0.415954,0.531678,0.355528,0.033476,0.000000,0.262108,0.039886,0.747283,0.928571,0.719638,0.000000,0.251865
msrc-v2,dst-pll,0.8,35,3,0.566952,0.378917,0.526015,0.317610,0.025641,0.000000,0.277778,0.059829,0.758974,0.857143,0.726404,0.000000,0.268450
msrc-v2,dst-pll,0.8,35,4,0.571225,0.396011,0.532066,0.332256,0.024929,0.002849,0.277066,0.068376,0.748072,0.958333,0.723806,0.000000,0.265968
msrc-v2,dst-pll,0.8,36,0,0.590456,0.347578,0.552910,0.280987,0.029202,0.000000,0.289886,0.042735,0.773956,0.866667,0.751583,0.679366,0.262316
msrc-v2,dst-pll,0.8,36,1,0.577635,0.350427,0.540016,0.273351,0.024929,0.000000,0.287037,0.059829,0.749380,0.952381,0.719514,0.000000,0.263877
msrc-v2,dst-pll,0.8,36,2,0.564103,0.404558,0.524427,0.342406,0.030627,0.000000,0.258547,0.039886,0.749311,0.928571,0.721102,0.000000,0.257081
msrc-v2,dst-pll,0.8,36,3,0.561966,0.378917,0.520456,0.317991,0.027066,0.000000,0.274929,0.059829,0.759067,0.857143,0.726924,0.000000,0.268536
msrc-v2,dst-pll,0.8,36,4,0.565527,0.390313,0.525544,0.325453,0.021368,0.000000,0.272792,0.065527,0.744125,0.956522,0.719923,0.000000,0.263500
msrc-v2,dst-pll,0.8,37,0,0.582621,0.336182,0.544060,0.267966,0.028490,0.000000,0.290598,0.037037,0.772059,0.846154,0.749453,0.000000,0.260293
msrc-v2,dst-pll,0.8,37,1,0.574786,0.350427,0.536819,0.273426,0.027066,0.000000,0.282764,0.059829,0.750630,0.952381,0.719811,0.000000,0.271066
msrc-v2,dst-pll,0.8,37,2,0.570513,0.390313,0.531623,0.325816,0.032051,0.000000,0.255698,0.039886,0.746518,0.928571,0.717079,0.000000,0.269919
msrc-v2,dst-pll,0.8,37,3,0.559829,0.387464,0.518061,0.327512,0.024929,0.000000,0.273504,0.059829,0.760417,0.857143,0.728541,0.000000,0.262231
msrc-v2,dst-pll,0.8,37,4,0.560541,0.393162,0.519966,0.328841,0.021368,0.000000,0.270655,0.065527,0.747368,0.956522,0.722862,0.000000,0.267427
msrc-v2,dst-pll,0.8,38,0,0.580484,0.339031,0.541690,0.271559,0.027066,0.000000,0.286325,0.037037,0.773632,0.846154,0.751366,0.000000,0.280414
msrc-v2,dst-pll,0.8,38,1,0.578348,0.353276,0.540795,0.276908,0.024929,0.000000,0.279915,0.056980,0.753181,0.950000,0.722424,0.000000,0.295060
msrc-v2,dst-pll,0.8,38,2,0.568376,0.373219,0.529363,0.305415,0.031339,0.000000,0.253561,0.039886,0.747191,0.928571,0.717068,0.000000,0.293464
msrc-v2,dst-pll,0.8,38,3,0.563390,0.373219,0.521996,0.311073,0.027066,0.000000,0.271368,0.059829,0.758530,0.857143,0.725687,0.000000,0.286266
msrc-v2,dst-pll,0.8,38,4,0.565527,0.396011,0.525520,0.332551,0.017806,0.000000,0.269231,0.065527,0.748677,0.956522,0.724210,0.000000,0.296519
msrc-v2,dst-pll,0.8,39,0,0.579060,0.333333,0.540139,0.265164,0.027778,0.000000,0.284900,0.037037,0.775000,0.846154,0.752365,0.000000,0.288900
msrc-v2,dst-pll,0.8,39,1,0.574786,0.358974,0.536841,0.283516,0.022792,0.000000,0.275641,0.056980,0.757106,0.950000,0.727553,0.000000,0.311450
msrc-v2,dst-pll,0.8,39,2,0.569088,0.381766,0.530077,0.315230,0.029202,0.000000,0.251425,0.039886,0.745042,0.928571,0.714019,0.000000,0.301798
msrc-v2,dst-pll,0.8,39,3,0.565527,0.376068,0.524484,0.314269,0.024217,0.000000,0.269943,0.059829,0.762533,0.857143,0.730248,0.000000,0.318860
msrc-v2,dst-pll,0.8,39,4,0.562678,0.390313,0.522384,0.326429,0.020655,0.000000,0.267094,0.065527,0.752000,0.956522,0.728479,0.000000,0.300748
msrc-v2,dst-pll,0.8,4,0,0.595442,0.361823,0.558015,0.302525,0.287037,0.347578,0.339031,0.111111,0.808824,0.692308,0.789166,0.625304,0.069084
msrc-v2,dst-pll,0.8,4,1,0.569088,0.367521,0.530175,0.306818,0.301282,0.293447,0.334758,0.096866,0.776596,0.764706,0.754149,0.686082,0.075206
msrc-v2,dst-pll,0.8,4,2,0.565527,0.384615,0.525593,0.329323,0.311966,0.287749,0.324786,0.128205,0.785088,0.688889,0.764354,0.611151,0.073615
msrc-v2,dst-pll,0.8,4,3,0.574074,0.387464,0.534073,0.330977,0.284188,0.316239,0.329772,0.099715,0.796976,0.714286,0.775453,0.615687,0.074586
msrc-v2,dst-pll,0.8,4,4,0.549858,0.361823,0.508068,0.298044,0.311966,0.327635,0.317664,0.122507,0.786996,0.767442,0.769025,0.718879,0.075451
msrc-v2,dst-pll,0.8,40,0,0.585470,0.339031,0.547294,0.271349,0.025641,0.000000,0.279202,0.037037,0.770408,0.846154,0.746779,0.000000,0.286703
msrc-v2,dst-pll,0.8,40,1,0.574786,0.358974,0.536871,0.283626,0.020655,0.000000,0.274929,0.056980,0.756477,0.950000,0.726627,0.000000,0.291209
msrc-v2,dst-pll,0.8,40,2,0.567664,0.378917,0.528533,0.311827,0.027066,0.000000,0.249288,0.037037,0.742857,0.923077,0.710762,0.000000,0.310909
msrc-v2,dst-pll,0.8,40,3,0.561254,0.367521,0.519671,0.304302,0.025641,0.000000,0.269231,0.059829,0.764550,0.857143,0.732479,0.000000,0.287387
msrc-v2,dst-pll,0.8,40,4,0.559829,0.393162,0.519208,0.330557,0.018519,0.000000,0.266382,0.065527,0.751337,0.956522,0.727545,0.000000,0.304282
msrc-v2,dst-pll,0.8,41,0,0.578348,0.347578,0.539299,0.281337,0.026353,0.000000,0.275641,0.037037,0.770026,0.846154,0.745619,0.000000,0.304883
msrc-v2,dst-pll,0.8,41,1,0.573362,0.370370,0.535290,0.296806,0.021368,0.000000,0.273504,0.054131,0.757812,0.947368,0.728087,0.000000,0.321083
msrc-v2,dst-pll,0.8,41,2,0.564815,0.370370,0.525202,0.301338,0.029202,0.000000,0.247151,0.037037,0.743516,0.923077,0.710571,0.000000,0.276957
msrc-v2,dst-pll,0.8,41,3,0.559117,0.367521,0.517202,0.304088,0.025641,0.000000,0.268519,0.059829,0.763926,0.857143,0.731537,0.000000,0.301645
msrc-v2,dst-pll,0.8,41,4,0.564103,0.396011,0.523998,0.334588,0.016382,0.000000,0.265670,0.065527,0.750670,0.956522,0.726628,0.000000,0.311429
msrc-v2,dst-pll,0.8,42,0,0.578348,0.333333,0.539255,0.264349,0.026353,0.000000,0.274217,0.037037,0.768831,0.846154,0.744494,0.000000,0.288189
msrc-v2,dst-pll,0.8,42,1,0.573362,0.367521,0.535462,0.293061,0.024217,0.000000,0.270655,0.054131,0.757895,0.947368,0.727956,0.000000,0.286568
msrc-v2,dst-pll,0.8,42,2,0.559117,0.370370,0.518842,0.301090,0.028490,0.000000,0.247151,0.034188,0.740634,0.916667,0.706958,0.000000,0.313020
msrc-v2,dst-pll,0.8,42,3,0.558405,0.361823,0.516410,0.296918,0.020655,0.000000,0.266382,0.059829,0.762032,0.857143,0.729350,0.000000,0.319634
msrc-v2,dst-pll,0.8,42,4,0.561966,0.393162,0.521608,0.330704,0.017094,0.000000,0.262821,0.065527,0.756098,0.956522,0.732374,0.000000,0.316035
msrc-v2,dst-pll,0.8,43,0,0.578348,0.330484,0.539295,0.260651,0.025641,0.000000,0.272080,0.037037,0.769634,0.846154,0.745596,0.000000,0.330291
msrc-v2,dst-pll,0.8,43,1,0.570513,0.356125,0.532291,0.279679,0.022792,0.000000,0.269943,0.054131,0.757256,0.947368,0.727004,0.000000,0.321466
msrc-v2,dst-pll,0.8,43,2,0.563390,0.367521,0.523524,0.297968,0.028490,0.000000,0.245726,0.034188,0.739130,0.916667,0.705472,0.000000,0.324372
msrc-v2,dst-pll,0.8,43,3,0.564103,0.361823,0.522959,0.297033,0.022080,0.000000,0.266382,0.059829,0.762032,0.857143,0.729350,0.000000,0.331578
msrc-v2,dst-pll,0.8,43,4,0.556268,0.384615,0.515185,0.320530,0.016382,0.000000,0.261396,0.065527,0.757493,0.956522,0.734353,0.000000,0.331823
msrc-v2,dst-pll,0.8,44,0,0.581909,0.327635,0.543312,0.257118,0.023504,0.000000,0.269231,0.037037,0.769841,0.846154,0.745376,0.000000,0.335439
msrc-v2,dst-pll,0.8,44,1,0.570513,0.361823,0.532321,0.286211,0.023504,0.000000,0.267806,0.054131,0.755319,0.947368,0.724085,0.000000,0.307432
msrc-v2,dst-pll,0.8,44,2,0.563390,0.361823,0.523597,0.290980,0.029915,0.000000,0.242165,0.034188,0.738235,0.916667,0.704877,0.000000,0.350014
msrc-v2,dst-pll,0.8,44,3,0.559117,0.358974,0.517289,0.293905,0.020655,0.000000,0.265670,0.059829,0.761394,0.857143,0.728416,0.000000,0.339086
msrc-v2,dst-pll,0.8,44,4,0.559117,0.387464,0.518396,0.323337,0.017094,0.000000,0.261396,0.065527,0.757493,0.956522,0.734353,0.000000,0.336799
msrc-v2,dst-pll,0.8,45,0,0.579772,0.330484,0.540859,0.261048,0.026353,0.000000,0.267806,0.037037,0.768617,0.846154,0.743693,0.000000,0.313554
msrc-v2,dst-pll,0.8,45,1,0.570513,0.361823,0.532301,0.285817,0.019943,0.000000,0.266382,0.048433,0.754011,0.941176,0.722792,0.000000,0.316544
msrc-v2,dst-pll,0.8,45,2,0.558405,0.358974,0.518172,0.287501,0.029915,0.000000,0.240741,0.034188,0.736686,0.916667,0.702272,0.000000,0.334960
msrc-v2,dst-pll,0.8,45,3,0.558405,0.370370,0.516508,0.306361,0.020655,0.000000,0.264245,0.059829,0.762803,0.857143,0.730232,0.000000,0.342909
msrc-v2,dst-pll,0.8,45,4,0.558405,0.381766,0.517551,0.316827,0.017806,0.000000,0.259259,0.062678,0.763736,0.954545,0.740676,0.000000,0.356723
msrc-v2,dst-pll,0.8,46,0,0.576923,0.341880,0.537787,0.273414,0.024217,0.000000,0.264957,0.037037,0.771505,0.846154,0.746376,0.000000,0.385709
msrc-v2,dst-pll,0.8,46,1,0.571225,0.358974,0.533077,0.282853,0.018519,0.000000,0.265670,0.048433,0.753351,0.941176,0.721797,0.000000,0.358490
msrc-v2,dst-pll,0.8,46,2,0.554843,0.364672,0.514036,0.293992,0.026353,0.000000,0.240028,0.031339,0.738872,0.909091,0.704780,0.000000,0.327220
msrc-v2,dst-pll,0.8,46,3,0.560541,0.367521,0.518898,0.303762,0.019231,0.000000,0.263533,0.059829,0.764865,0.857143,0.732583,0.000000,0.352971
msrc-v2,dst-pll,0.8,46,4,0.558405,0.390313,0.517548,0.328465,0.015670,0.000000,0.259259,0.062678,0.763736,0.954545,0.740676,0.000000,0.355205
msrc-v2,dst-pll,0.8,47,0,0.573362,0.350427,0.533862,0.283239,0.022080,0.000000,0.261396,0.037037,0.771117,0.846154,0.745239,0.000000,0.350679
msrc-v2,dst-pll,0.8,47,1,0.561966,0.353276,0.522764,0.276510,0.019943,0.002849,0.264245,0.045584,0.757412,1.000000,0.726208,0.000000,0.354059
msrc-v2,dst-pll,0.8,47,2,0.557692,0.361823,0.517182,0.290735,0.027778,0.005698,0.239316,0.031339,0.738095,0.909091,0.703590,0.000000,0.388544
