dataset,algo,train_frac,k,seed,train_acc,test_acc,train_mcc,test_mcc,train_frac_guessing,test_frac_guessing,train_frac_sure,test_frac_sure,train_acc_sure,test_acc_sure,train_mcc_sure,test_mcc_sure,runtime
mir-flickr,dst-pll,0.8,80,3,0.534863,0.400000,0.458533,0.326140,0.013945,0.203604,0.215475,0.014414,0.780793,1.000000,0.577390,1.000000,1.693164
mir-flickr,dst-pll,0.8,80,4,0.542060,0.427027,0.467339,0.342569,0.015295,0.181982,0.231219,0.036036,0.791829,0.900000,0.664759,0.844716,1.720197
mir-flickr,dst-pll,0.8,81,0,0.531053,0.399281,0.456221,0.304567,0.017552,0.179856,0.203420,0.012590,0.769912,0.857143,0.574036,0.677003,1.610161
mir-flickr,dst-pll,0.8,81,1,0.527003,0.395683,0.454599,0.312396,0.015302,0.221223,0.202520,0.012590,0.788889,1.000000,0.608671,1.000000,1.668767
mir-flickr,dst-pll,0.8,81,2,0.531953,0.366906,0.460201,0.269486,0.015752,0.221223,0.202970,0.019784,0.793792,1.000000,0.589540,1.000000,1.683275
mir-flickr,dst-pll,0.8,81,3,0.532164,0.392793,0.455218,0.317007,0.013945,0.210811,0.214125,0.014414,0.781513,1.000000,0.578401,1.000000,1.683766
mir-flickr,dst-pll,0.8,81,4,0.544759,0.427027,0.469936,0.343713,0.016644,0.187387,0.230319,0.034234,0.792969,0.947368,0.665185,0.913310,1.719762
mir-flickr,dst-pll,0.8,82,0,0.530153,0.401079,0.455012,0.307534,0.018452,0.194245,0.203420,0.012590,0.769912,0.857143,0.574036,0.677003,1.629015
mir-flickr,dst-pll,0.8,82,1,0.528353,0.404676,0.456442,0.322543,0.016202,0.239209,0.199820,0.012590,0.786036,1.000000,0.593839,1.000000,1.694566
mir-flickr,dst-pll,0.8,82,2,0.531953,0.372302,0.460197,0.277167,0.018002,0.232014,0.202070,0.019784,0.795100,1.000000,0.588693,1.000000,1.739244
mir-flickr,dst-pll,0.8,82,3,0.530814,0.396396,0.453579,0.321759,0.016644,0.218018,0.212776,0.014414,0.780127,1.000000,0.570633,1.000000,1.737279
mir-flickr,dst-pll,0.8,82,4,0.542960,0.423423,0.467791,0.339399,0.016644,0.192793,0.229870,0.034234,0.794521,0.947368,0.665747,0.913310,1.734069
mir-flickr,dst-pll,0.8,83,0,0.527903,0.399281,0.452656,0.306668,0.020702,0.206835,0.203420,0.012590,0.769912,0.857143,0.574036,0.677003,1.650105
mir-flickr,dst-pll,0.8,83,1,0.527453,0.390288,0.455324,0.305517,0.018452,0.258993,0.198920,0.012590,0.785068,1.000000,0.586338,1.000000,1.633867
mir-flickr,dst-pll,0.8,83,2,0.531953,0.370504,0.460331,0.277032,0.019352,0.253597,0.201170,0.016187,0.796421,1.000000,0.588080,1.000000,1.675990
mir-flickr,dst-pll,0.8,83,3,0.531714,0.396396,0.454207,0.322596,0.015295,0.227027,0.210976,0.014414,0.780384,1.000000,0.563898,1.000000,1.746139
mir-flickr,dst-pll,0.8,83,4,0.543410,0.425225,0.468698,0.341470,0.017544,0.209009,0.228070,0.032432,0.794872,0.944444,0.663706,0.909444,1.722450
mir-flickr,dst-pll,0.8,84,0,0.528353,0.404676,0.453282,0.312895,0.022052,0.210432,0.202070,0.012590,0.772829,0.857143,0.575746,0.677003,1.679573
mir-flickr,dst-pll,0.8,84,1,0.527903,0.388489,0.455988,0.305241,0.018902,0.262590,0.196670,0.012590,0.787185,1.000000,0.582157,1.000000,1.723332
mir-flickr,dst-pll,0.8,84,2,0.529703,0.359712,0.457748,0.265848,0.017552,0.267986,0.201170,0.016187,0.796421,1.000000,0.588080,1.000000,1.834829
mir-flickr,dst-pll,0.8,84,3,0.532614,0.383784,0.454716,0.307688,0.017994,0.236036,0.210526,0.014414,0.779915,1.000000,0.560834,1.000000,1.725013
mir-flickr,dst-pll,0.8,84,4,0.540261,0.425225,0.465005,0.341639,0.017994,0.218018,0.226721,0.032432,0.795635,0.944444,0.663134,0.909444,1.750039
mir-flickr,dst-pll,0.8,85,0,0.527453,0.392086,0.452478,0.300813,0.022502,0.232014,0.201170,0.012590,0.771812,0.857143,0.570469,0.677003,1.772945
mir-flickr,dst-pll,0.8,85,1,0.522052,0.395683,0.449343,0.313625,0.021152,0.273381,0.196670,0.012590,0.787185,1.000000,0.582157,1.000000,1.777601
mir-flickr,dst-pll,0.8,85,2,0.531953,0.363309,0.459788,0.271232,0.019802,0.278777,0.200720,0.016187,0.795964,1.000000,0.585184,1.000000,1.781555
mir-flickr,dst-pll,0.8,85,3,0.529015,0.394595,0.450424,0.320304,0.018893,0.246847,0.210076,0.012613,0.779443,1.000000,0.558041,1.000000,1.772671
mir-flickr,dst-pll,0.8,85,4,0.538911,0.414414,0.463565,0.329095,0.016194,0.234234,0.225371,0.028829,0.794411,0.937500,0.659087,0.898610,1.790821
mir-flickr,dst-pll,0.8,86,0,0.524752,0.397482,0.448958,0.308415,0.022502,0.239209,0.199370,0.012590,0.772009,0.857143,0.563948,0.677003,1.730166
mir-flickr,dst-pll,0.8,86,1,0.524302,0.384892,0.451891,0.301599,0.020252,0.284173,0.195770,0.010791,0.786207,1.000000,0.573551,1.000000,1.748111
mir-flickr,dst-pll,0.8,86,2,0.527003,0.350719,0.454000,0.255091,0.020702,0.291367,0.199820,0.016187,0.795045,1.000000,0.579220,1.000000,1.762308
mir-flickr,dst-pll,0.8,86,3,0.529915,0.380180,0.451839,0.304764,0.019793,0.259459,0.209627,0.012613,0.778970,1.000000,0.554992,1.000000,1.764140
mir-flickr,dst-pll,0.8,86,4,0.539811,0.416216,0.464613,0.332384,0.017094,0.245045,0.224921,0.028829,0.794000,0.937500,0.657704,0.898610,1.792860
mir-flickr,dst-pll,0.8,87,0,0.527003,0.392086,0.451945,0.303039,0.020252,0.257194,0.198020,0.012590,0.770455,0.857143,0.555023,0.677003,1.691086
mir-flickr,dst-pll,0.8,87,1,0.528353,0.388489,0.456310,0.305992,0.019802,0.294964,0.194869,0.010791,0.785219,1.000000,0.567258,1.000000,1.749195
mir-flickr,dst-pll,0.8,87,2,0.531503,0.356115,0.459468,0.262640,0.022052,0.302158,0.198470,0.016187,0.795918,1.000000,0.575481,1.000000,1.907561
mir-flickr,dst-pll,0.8,87,3,0.530814,0.378378,0.453292,0.302043,0.022042,0.264865,0.208277,0.012613,0.777538,1.000000,0.545354,1.000000,1.777925
mir-flickr,dst-pll,0.8,87,4,0.541610,0.409009,0.466610,0.325247,0.018444,0.252252,0.224022,0.028829,0.793173,0.937500,0.654885,0.898610,1.843886
mir-flickr,dst-pll,0.8,88,0,0.524302,0.386691,0.448411,0.296872,0.022052,0.266187,0.198470,0.010791,0.770975,0.833333,0.552399,0.670820,1.724116
mir-flickr,dst-pll,0.8,88,1,0.523402,0.374101,0.450841,0.291456,0.020702,0.307554,0.193969,0.010791,0.786543,1.000000,0.563185,1.000000,1.750682
mir-flickr,dst-pll,0.8,88,2,0.530603,0.366906,0.458101,0.273447,0.025653,0.312950,0.198470,0.016187,0.795918,1.000000,0.572424,1.000000,1.730227
mir-flickr,dst-pll,0.8,88,3,0.530364,0.378378,0.452304,0.302787,0.019343,0.268468,0.207827,0.010811,0.779221,1.000000,0.544368,0.000000,1.727805
mir-flickr,dst-pll,0.8,88,4,0.535762,0.418018,0.460471,0.336360,0.017994,0.263063,0.222222,0.028829,0.795547,0.937500,0.656099,0.898610,1.825823
mir-flickr,dst-pll,0.8,89,0,0.525653,0.375899,0.449969,0.284300,0.023852,0.278777,0.197120,0.007194,0.769406,0.750000,0.542833,0.000000,1.680905
mir-flickr,dst-pll,0.8,89,1,0.522052,0.372302,0.449346,0.289479,0.021152,0.316547,0.193069,0.010791,0.785548,1.000000,0.556494,1.000000,1.822401
mir-flickr,dst-pll,0.8,89,2,0.529253,0.363309,0.457024,0.271190,0.023852,0.320144,0.197120,0.016187,0.794521,1.000000,0.562430,1.000000,1.817987
mir-flickr,dst-pll,0.8,89,3,0.528565,0.381982,0.450339,0.306866,0.018893,0.279279,0.207827,0.010811,0.779221,1.000000,0.544368,0.000000,1.844016
mir-flickr,dst-pll,0.8,89,4,0.541161,0.407207,0.466121,0.323770,0.022492,0.264865,0.220873,0.027027,0.794297,0.933333,0.651330,0.890686,1.837631
mir-flickr,dst-pll,0.8,9,0,0.579658,0.496403,0.519649,0.423249,0.196220,0.149281,0.352385,0.217626,0.739464,0.818182,0.703874,0.795716,0.926167
mir-flickr,dst-pll,0.8,9,1,0.590009,0.485612,0.531089,0.411922,0.182268,0.160072,0.359586,0.239209,0.774718,0.812030,0.742961,0.779785,1.016959
mir-flickr,dst-pll,0.8,9,2,0.601260,0.505396,0.542623,0.422042,0.179118,0.131295,0.374437,0.244604,0.757212,0.705882,0.718829,0.668156,1.034289
mir-flickr,dst-pll,0.8,9,3,0.591993,0.540541,0.531384,0.483232,0.164642,0.145946,0.347728,0.254054,0.752911,0.829787,0.717227,0.807928,1.039833
mir-flickr,dst-pll,0.8,9,4,0.602789,0.491892,0.543133,0.417740,0.189384,0.145946,0.368421,0.227027,0.783883,0.777778,0.752114,0.747840,1.063407
mir-flickr,dst-pll,0.8,90,0,0.520702,0.365108,0.444688,0.273504,0.024752,0.289568,0.196670,0.007194,0.771167,0.750000,0.546999,0.000000,1.710595
mir-flickr,dst-pll,0.8,90,1,0.518452,0.375899,0.445233,0.296683,0.021152,0.329137,0.192169,0.008993,0.784543,1.000000,0.549517,0.000000,1.789364
mir-flickr,dst-pll,0.8,90,2,0.531503,0.357914,0.459453,0.264868,0.025203,0.325540,0.197120,0.014388,0.794521,1.000000,0.562430,0.000000,1.769494
mir-flickr,dst-pll,0.8,90,3,0.528115,0.376577,0.449887,0.300700,0.020693,0.293694,0.207377,0.010811,0.780911,1.000000,0.546101,0.000000,1.814806
mir-flickr,dst-pll,0.8,90,4,0.538012,0.401802,0.462158,0.317445,0.024291,0.272072,0.220873,0.027027,0.794297,0.933333,0.651330,0.890686,1.801894
mir-flickr,dst-pll,0.8,91,0,0.520252,0.395683,0.444557,0.310585,0.026553,0.298561,0.195770,0.007194,0.772414,0.750000,0.547969,0.000000,1.701555
mir-flickr,dst-pll,0.8,91,1,0.520702,0.359712,0.447464,0.276392,0.023402,0.339928,0.191269,0.008993,0.783529,1.000000,0.542633,0.000000,1.799673
mir-flickr,dst-pll,0.8,91,2,0.528803,0.338129,0.456101,0.243505,0.026103,0.332734,0.196670,0.014388,0.796339,1.000000,0.557840,0.000000,1.785397
mir-flickr,dst-pll,0.8,91,3,0.531264,0.371171,0.453502,0.295269,0.019793,0.306306,0.205578,0.010811,0.778993,1.000000,0.533336,0.000000,1.845602
mir-flickr,dst-pll,0.8,91,4,0.540261,0.403604,0.464727,0.319718,0.024291,0.282883,0.219973,0.025225,0.793456,0.928571,0.648256,0.879868,1.858797
mir-flickr,dst-pll,0.8,92,0,0.520702,0.374101,0.444486,0.285075,0.026103,0.303957,0.193519,0.007194,0.772093,0.750000,0.536167,0.000000,1.734235
mir-flickr,dst-pll,0.8,92,1,0.521602,0.341727,0.448331,0.256624,0.026103,0.347122,0.191269,0.008993,0.783529,1.000000,0.542633,0.000000,1.832444
mir-flickr,dst-pll,0.8,92,2,0.529253,0.341727,0.456789,0.249225,0.027003,0.345324,0.195320,0.014388,0.794931,1.000000,0.547606,0.000000,1.796744
mir-flickr,dst-pll,0.8,92,3,0.526316,0.376577,0.447523,0.301666,0.021592,0.317117,0.205578,0.010811,0.778993,1.000000,0.533336,0.000000,1.879184
mir-flickr,dst-pll,0.8,92,4,0.538911,0.401802,0.462991,0.319834,0.025641,0.297297,0.217724,0.025225,0.793388,0.928571,0.643683,0.879868,1.877415
mir-flickr,dst-pll,0.8,93,0,0.521152,0.372302,0.444846,0.282631,0.028803,0.307554,0.193069,0.007194,0.773893,0.750000,0.538561,0.000000,1.774994
mir-flickr,dst-pll,0.8,93,1,0.524302,0.348921,0.451663,0.266449,0.027903,0.356115,0.190819,0.008993,0.783019,1.000000,0.535414,0.000000,1.838680
mir-flickr,dst-pll,0.8,93,2,0.529703,0.343525,0.456894,0.252144,0.026553,0.352518,0.195320,0.014388,0.794931,1.000000,0.544179,0.000000,1.906953
mir-flickr,dst-pll,0.8,93,3,0.526766,0.363964,0.448104,0.286727,0.024291,0.333333,0.205128,0.010811,0.778509,1.000000,0.529988,0.000000,1.876452
mir-flickr,dst-pll,0.8,93,4,0.540711,0.396396,0.465347,0.313682,0.025641,0.306306,0.217274,0.021622,0.792961,0.916667,0.642031,0.860707,1.898834
mir-flickr,dst-pll,0.8,94,0,0.519802,0.374101,0.443622,0.285805,0.028353,0.312950,0.193519,0.007194,0.774419,0.750000,0.538698,0.000000,1.818848
mir-flickr,dst-pll,0.8,94,1,0.522052,0.357914,0.448375,0.276814,0.027453,0.361511,0.189469,0.007194,0.786223,1.000000,0.535510,0.000000,1.853958
mir-flickr,dst-pll,0.8,94,2,0.527003,0.323741,0.454496,0.229665,0.027453,0.365108,0.195320,0.014388,0.794931,1.000000,0.540674,0.000000,1.864972
mir-flickr,dst-pll,0.8,94,3,0.527665,0.372973,0.449615,0.298643,0.025641,0.340541,0.204678,0.010811,0.778022,1.000000,0.523212,0.000000,1.886940
mir-flickr,dst-pll,0.8,94,4,0.537112,0.400000,0.461312,0.318908,0.030139,0.318919,0.214575,0.019820,0.792453,0.909091,0.635141,0.856281,1.918151
mir-flickr,dst-pll,0.8,95,0,0.521152,0.370504,0.445197,0.283212,0.032403,0.323741,0.193519,0.007194,0.774419,0.750000,0.538698,0.000000,1.868194
mir-flickr,dst-pll,0.8,95,1,0.520702,0.354317,0.447281,0.272268,0.027453,0.363309,0.189469,0.007194,0.786223,1.000000,0.531813,0.000000,1.878538
mir-flickr,dst-pll,0.8,95,2,0.526553,0.329137,0.454432,0.236083,0.025653,0.372302,0.194869,0.014388,0.794457,1.000000,0.536962,0.000000,1.908876
mir-flickr,dst-pll,0.8,95,3,0.530364,0.378378,0.452862,0.305078,0.030589,0.344144,0.203329,0.009009,0.776549,1.000000,0.511911,0.000000,1.870094
mir-flickr,dst-pll,0.8,95,4,0.538911,0.400000,0.463276,0.320139,0.029240,0.329730,0.211426,0.018018,0.791489,0.900000,0.625873,0.850517,1.908059
mir-flickr,dst-pll,0.8,96,0,0.521602,0.359712,0.445257,0.271976,0.033303,0.338129,0.193069,0.007194,0.773893,0.750000,0.535094,0.000000,1.815726
mir-flickr,dst-pll,0.8,96,1,0.521152,0.347122,0.448263,0.264405,0.028803,0.375899,0.189019,0.007194,0.785714,1.000000,0.523860,0.000000,1.894184
mir-flickr,dst-pll,0.8,96,2,0.526553,0.341727,0.453624,0.251943,0.028803,0.379496,0.194869,0.014388,0.794457,1.000000,0.536962,0.000000,1.919644
mir-flickr,dst-pll,0.8,96,3,0.526316,0.360360,0.447446,0.285373,0.032389,0.356757,0.203329,0.009009,0.776549,1.000000,0.511911,0.000000,1.914481
mir-flickr,dst-pll,0.8,96,4,0.535313,0.376577,0.458842,0.292785,0.031489,0.342342,0.209627,0.016216,0.791845,0.888889,0.622118,0.842701,1.921646
mir-flickr,dst-pll,0.8,97,0,0.524302,0.348921,0.448683,0.259866,0.034653,0.347122,0.192619,0.007194,0.773364,0.750000,0.531656,0.000000,1.804680
mir-flickr,dst-pll,0.8,97,1,0.520702,0.341727,0.447354,0.258436,0.030153,0.383094,0.187669,0.007194,0.784173,1.000000,0.510964,0.000000,1.918121
mir-flickr,dst-pll,0.8,97,2,0.524302,0.325540,0.450836,0.233076,0.033753,0.386691,0.194869,0.014388,0.794457,1.000000,0.536962,0.000000,1.913146
mir-flickr,dst-pll,0.8,97,3,0.528565,0.356757,0.450887,0.281357,0.033738,0.367568,0.202879,0.009009,0.776053,1.000000,0.508144,0.000000,1.942512
mir-flickr,dst-pll,0.8,97,4,0.537562,0.376577,0.461687,0.294897,0.031939,0.353153,0.208277,0.016216,0.790497,0.888889,0.615766,0.842701,1.913627
mir-flickr,dst-pll,0.8,98,0,0.518002,0.348921,0.441159,0.261269,0.036004,0.359712,0.192169,0.007194,0.772834,0.750000,0.527910,0.000000,1.833776
mir-flickr,dst-pll,0.8,98,1,0.523852,0.343525,0.450950,0.261365,0.031053,0.386691,0.186769,0.007194,0.783133,1.000000,0.502139,0.000000,1.896920
mir-flickr,dst-pll,0.8,98,2,0.524302,0.334532,0.450818,0.243580,0.033753,0.392086,0.193519,0.014388,0.793023,1.000000,0.529166,0.000000,1.933198
mir-flickr,dst-pll,0.8,98,3,0.530814,0.333333,0.452622,0.254234,0.031489,0.380180,0.202429,0.009009,0.775556,1.000000,0.504072,0.000000,1.924973
mir-flickr,dst-pll,0.8,98,4,0.535313,0.376577,0.459093,0.297064,0.030589,0.363964,0.208277,0.014414,0.790497,0.875000,0.613762,0.799671,1.895146
mir-flickr,dst-pll,0.8,99,0,0.521152,0.370504,0.445071,0.287299,0.039154,0.363309,0.192169,0.007194,0.772834,0.750000,0.524470,0.000000,1.819820
mir-flickr,dst-pll,0.8,99,1,0.518002,0.356115,0.444483,0.276617,0.033303,0.388489,0.185869,0.007194,0.782082,1.000000,0.492873,0.000000,1.907009
mir-flickr,dst-pll,0.8,99,2,0.524302,0.321942,0.450701,0.230503,0.033753,0.402878,0.192169,0.014388,0.793911,1.000000,0.523051,0.000000,1.925611
mir-flickr,dst-pll,0.8,99,3,0.525866,0.345946,0.447734,0.270090,0.032389,0.392793,0.201979,0.009009,0.775056,1.000000,0.500150,0.000000,1.975581
mir-flickr,dst-pll,0.8,99,4,0.533963,0.354955,0.456926,0.273998,0.034638,0.374775,0.206928,0.012613,0.791304,0.857143,0.611557,0.760639,1.944743
msrc-v2,dst-pll,0.8,1,0,0.525641,0.242165,0.482963,0.178480,0.638889,0.937322,0.081909,0.000000,1.000000,0.000000,1.000000,0.000000,0.076907
msrc-v2,dst-pll,0.8,1,1,0.480769,0.256410,0.435008,0.192716,0.668803,0.903134,0.084046,0.000000,1.000000,0.000000,1.000000,0.000000,0.081927
msrc-v2,dst-pll,0.8,1,2,0.495726,0.250712,0.450260,0.188575,0.660969,0.917379,0.072650,0.000000,1.000000,0.000000,1.000000,0.000000,0.075698
msrc-v2,dst-pll,0.8,1,3,0.504274,0.267806,0.458695,0.207016,0.643875,0.931624,0.081909,0.000000,1.000000,0.000000,1.000000,0.000000,0.076028
msrc-v2,dst-pll,0.8,1,4,0.471510,0.276353,0.424566,0.213371,0.664530,0.923077,0.078348,0.000000,1.000000,0.000000,1.000000,0.000000,0.068456
msrc-v2,dst-pll,0.8,10,0,0.612536,0.361823,0.577626,0.299346,0.104701,0.056980,0.420228,0.122507,0.776271,0.837209,0.755756,0.783198,0.093017
msrc-v2,dst-pll,0.8,10,1,0.591168,0.401709,0.555175,0.336528,0.110399,0.048433,0.388889,0.111111,0.743590,0.923077,0.718434,0.872631,0.088596
msrc-v2,dst-pll,0.8,10,2,0.588319,0.401709,0.551191,0.345384,0.101140,0.054131,0.398148,0.122507,0.735242,0.837209,0.710686,0.756266,0.090397
msrc-v2,dst-pll,0.8,10,3,0.581197,0.435897,0.542426,0.384182,0.101140,0.042735,0.394587,0.082621,0.756318,0.827586,0.733782,0.727268,0.093693
msrc-v2,dst-pll,0.8,10,4,0.570513,0.447293,0.531223,0.391967,0.108974,0.056980,0.388177,0.131054,0.732110,0.891304,0.710708,0.835905,0.094067
msrc-v2,dst-pll,0.8,100,0,0.541311,0.128205,0.498116,0.079250,0.072650,0.851852,0.216524,0.008547,0.746711,1.000000,0.722899,0.000000,0.947986
msrc-v2,dst-pll,0.8,100,1,0.539886,0.156695,0.497916,0.103741,0.059829,0.866097,0.230769,0.014245,0.759259,1.000000,0.734162,0.000000,0.984660
msrc-v2,dst-pll,0.8,100,2,0.526353,0.128205,0.482855,0.081937,0.069801,0.877493,0.195157,0.002849,0.751825,1.000000,0.734232,0.000000,1.004800
msrc-v2,dst-pll,0.8,100,3,0.542735,0.139601,0.498872,0.089730,0.060541,0.877493,0.222222,0.014245,0.759615,1.000000,0.735061,0.000000,1.004800
msrc-v2,dst-pll,0.8,100,4,0.530627,0.176638,0.486648,0.123636,0.062678,0.837607,0.216524,0.000000,0.740132,0.000000,0.725812,0.000000,1.021624
msrc-v2,dst-pll,0.8,11,0,0.603989,0.381766,0.568226,0.321635,0.091880,0.048433,0.413818,0.111111,0.779690,0.846154,0.758995,0.783487,0.092999
msrc-v2,dst-pll,0.8,11,1,0.590456,0.396011,0.554555,0.329035,0.096154,0.034188,0.389601,0.108262,0.753199,0.894737,0.728337,0.825419,0.103653
msrc-v2,dst-pll,0.8,11,2,0.585470,0.407407,0.548178,0.351159,0.091880,0.048433,0.388177,0.105413,0.739450,0.891892,0.714258,0.827773,0.094139
msrc-v2,dst-pll,0.8,11,3,0.581909,0.447293,0.543024,0.398067,0.093305,0.037037,0.383191,0.074074,0.767658,0.807692,0.745843,0.635449,0.101553
msrc-v2,dst-pll,0.8,11,4,0.567664,0.435897,0.528162,0.378396,0.094729,0.048433,0.376781,0.125356,0.744802,0.909091,0.725555,0.856120,0.100574
msrc-v2,dst-pll,0.8,12,0,0.614672,0.384615,0.580275,0.325534,0.081197,0.034188,0.403134,0.108262,0.777385,0.815789,0.756847,0.744057,0.105689
msrc-v2,dst-pll,0.8,12,1,0.593305,0.404558,0.557526,0.338854,0.081909,0.017094,0.386040,0.111111,0.745387,0.923077,0.719778,0.877012,0.108228
msrc-v2,dst-pll,0.8,12,2,0.579772,0.413105,0.542049,0.357603,0.084758,0.034188,0.376068,0.091168,0.740530,0.937500,0.715433,0.894775,0.102963
msrc-v2,dst-pll,0.8,12,3,0.586182,0.427350,0.547785,0.374573,0.086182,0.025641,0.371795,0.071225,0.760536,0.800000,0.738563,0.515930,0.108739
msrc-v2,dst-pll,0.8,12,4,0.573362,0.444444,0.534690,0.387943,0.082621,0.025641,0.367521,0.111111,0.740310,0.923077,0.721615,0.859025,0.106412
msrc-v2,dst-pll,0.8,13,0,0.610399,0.378917,0.575185,0.318889,0.076211,0.031339,0.400285,0.105413,0.770463,0.783784,0.748991,0.699703,0.108318
msrc-v2,dst-pll,0.8,13,1,0.596154,0.427350,0.560739,0.364859,0.073362,0.014245,0.385328,0.111111,0.741220,0.923077,0.716015,0.877012,0.108388
msrc-v2,dst-pll,0.8,13,2,0.574786,0.421652,0.536463,0.365709,0.084046,0.025641,0.369658,0.079772,0.741811,0.928571,0.717609,0.862585,0.112149
msrc-v2,dst-pll,0.8,13,3,0.586895,0.438746,0.548415,0.387416,0.075499,0.017094,0.358262,0.068376,0.757455,0.833333,0.735280,0.565047,0.111859
msrc-v2,dst-pll,0.8,13,4,0.580484,0.435897,0.542545,0.378117,0.069088,0.019943,0.362536,0.102564,0.746562,0.944444,0.728541,0.885803,0.112282
msrc-v2,dst-pll,0.8,14,0,0.611111,0.387464,0.576055,0.328595,0.071937,0.017094,0.391738,0.105413,0.770909,0.783784,0.750130,0.688831,0.114949
msrc-v2,dst-pll,0.8,14,1,0.595442,0.415954,0.559924,0.352224,0.071225,0.019943,0.373219,0.099715,0.736641,0.914286,0.711282,0.836502,0.116109
msrc-v2,dst-pll,0.8,14,2,0.573362,0.401709,0.534887,0.343696,0.071937,0.017094,0.368234,0.076923,0.740812,0.925926,0.717879,0.847925,0.116032
msrc-v2,dst-pll,0.8,14,3,0.584758,0.421652,0.546163,0.368304,0.068376,0.014245,0.361111,0.071225,0.755424,0.800000,0.732719,0.515930,0.117161
msrc-v2,dst-pll,0.8,14,4,0.574074,0.435897,0.535258,0.379216,0.065527,0.017094,0.358974,0.099715,0.744048,0.971429,0.725942,0.938380,0.114711
msrc-v2,dst-pll,0.8,15,0,0.616809,0.387464,0.582280,0.327594,0.064103,0.022792,0.388889,0.096866,0.763736,0.794118,0.742786,0.698267,0.122288
msrc-v2,dst-pll,0.8,15,1,0.594017,0.415954,0.558248,0.351330,0.067664,0.028490,0.366097,0.091168,0.733463,0.968750,0.707559,0.930351,0.119384
msrc-v2,dst-pll,0.8,15,2,0.585470,0.410256,0.548364,0.353072,0.066239,0.005698,0.355413,0.071225,0.741483,0.920000,0.719259,0.799507,0.119110
msrc-v2,dst-pll,0.8,15,3,0.579060,0.413105,0.539585,0.358523,0.064815,0.011396,0.359687,0.074074,0.754455,0.846154,0.730041,0.440600,0.117823
msrc-v2,dst-pll,0.8,15,4,0.575499,0.430199,0.536972,0.372471,0.069088,0.019943,0.346866,0.094017,0.741273,0.969697,0.723168,0.930213,0.120350
msrc-v2,dst-pll,0.8,16,0,0.622507,0.387464,0.588611,0.327604,0.059117,0.022792,0.380342,0.088319,0.765918,0.806452,0.746131,0.727499,0.125140
msrc-v2,dst-pll,0.8,16,1,0.596154,0.407407,0.560622,0.342007,0.069801,0.008547,0.358262,0.085470,0.731610,0.966667,0.704277,0.913578,0.133713
msrc-v2,dst-pll,0.8,16,2,0.581197,0.410256,0.543459,0.352933,0.070513,0.008547,0.339744,0.062678,0.733753,0.909091,0.711155,0.694108,0.120119
msrc-v2,dst-pll,0.8,16,3,0.581909,0.407407,0.542802,0.351226,0.061966,0.008547,0.346154,0.074074,0.751029,0.846154,0.724900,0.440600,0.136268
msrc-v2,dst-pll,0.8,16,4,0.585470,0.427350,0.548283,0.368250,0.059117,0.017094,0.342593,0.091168,0.740125,0.968750,0.722130,0.921472,0.131745
msrc-v2,dst-pll,0.8,17,0,0.618946,0.387464,0.584680,0.327870,0.052707,0.011396,0.376068,0.088319,0.768939,0.806452,0.748465,0.719373,0.125474
msrc-v2,dst-pll,0.8,17,1,0.592593,0.407407,0.556595,0.341492,0.068376,0.005698,0.351852,0.076923,0.736842,0.962963,0.710070,0.852435,0.134566
msrc-v2,dst-pll,0.8,17,2,0.585470,0.413105,0.548330,0.354914,0.061966,0.014245,0.327635,0.065527,0.734783,0.913043,0.712312,0.694716,0.134116
msrc-v2,dst-pll,0.8,17,3,0.588319,0.424501,0.549908,0.371326,0.056268,0.011396,0.336182,0.074074,0.756356,0.846154,0.730094,0.440600,0.136334
msrc-v2,dst-pll,0.8,17,4,0.585470,0.433048,0.548244,0.375415,0.054843,0.017094,0.334758,0.088319,0.740426,0.967742,0.721844,0.909907,0.129720
msrc-v2,dst-pll,0.8,18,0,0.615385,0.381766,0.580722,0.320299,0.051282,0.011396,0.368234,0.082621,0.771760,0.793103,0.751663,0.689438,0.133774
msrc-v2,dst-pll,0.8,18,1,0.589744,0.390313,0.553533,0.321291,0.066952,0.002849,0.346866,0.074074,0.741273,0.961538,0.714429,0.805097,0.121343
msrc-v2,dst-pll,0.8,18,2,0.592593,0.407407,0.556044,0.348074,0.060541,0.005698,0.324074,0.062678,0.736264,0.909091,0.712870,0.694108,0.137002
msrc-v2,dst-pll,0.8,18,3,0.580484,0.424501,0.541121,0.371200,0.057692,0.008547,0.333333,0.071225,0.758547,0.840000,0.732741,0.440352,0.137589
msrc-v2,dst-pll,0.8,18,4,0.584758,0.418803,0.547314,0.359910,0.056268,0.019943,0.329772,0.088319,0.736501,0.967742,0.716961,0.909907,0.138675
msrc-v2,dst-pll,0.8,19,0,0.625356,0.384615,0.591813,0.322840,0.053419,0.008547,0.361111,0.085470,0.775148,0.800000,0.755239,0.693028,0.157178
msrc-v2,dst-pll,0.8,19,1,0.588319,0.393162,0.551976,0.324164,0.057692,0.005698,0.341880,0.076923,0.747917,0.962963,0.721632,0.700275,0.149711
msrc-v2,dst-pll,0.8,19,2,0.589031,0.415954,0.552209,0.357203,0.057692,0.008547,0.323362,0.062678,0.742291,0.909091,0.718762,0.568191,0.146880
msrc-v2,dst-pll,0.8,19,3,0.582621,0.413105,0.543610,0.358581,0.051282,0.014245,0.327635,0.076923,0.760870,0.851852,0.733744,0.440831,0.149342
